No.,Time,Source,Destination,Time2,Time1,Delay,Delay2,Delay1,Jitter,,,,
14155,337.622512,20.43.164.154,192.168.1.139,337.622512,337.622512,0,0.010366,-0.010366,0.020732,,,,
14156,337.622512,20.43.164.154,192.168.1.139,337.632878,337.622512,0.010366,0.025788,-0.015422,0.04121,,,,
14157,337.632878,20.43.164.154,192.168.1.139,337.658666,337.632878,0.025788,0.004117,0.021671,-0.017554,,,,
14158,337.658666,20.43.164.154,192.168.1.139,337.662783,337.658666,0.004117,0.000443,0.003674,-0.003231,,,,
14159,337.662783,192.168.1.139,20.43.164.154,337.663226,337.662783,0.000443,0.000408,3.50E-05,0.000373,,,,
14160,337.663226,54.164.98.174,192.168.1.139,337.663634,337.663226,0.000408,0.009387,-0.008979,0.018366,,,,
14161,337.663634,192.168.1.139,54.164.98.174,337.673021,337.663634,0.009387,0.013247,-0.00386,0.017107,,,,
14162,337.673021,20.43.164.154,192.168.1.139,337.686268,337.673021,0.013247,0.026303,-0.013056,0.039359,,,,
14163,337.686268,20.43.164.154,192.168.1.139,337.712571,337.686268,0.026303,0.008132,0.018171,-0.010039,,,,
14164,337.712571,192.168.1.139,20.43.164.154,337.720703,337.712571,0.008132,0.023008,-0.014876,0.037884,,,,
14165,337.720703,192.168.1.3,239.255.255.250,337.743711,337.720703,0.023008,0.000189,0.022819,-0.02263,,,,
14166,337.743711,20.43.164.154,192.168.1.139,337.7439,337.743711,0.000189,0.006377,-0.006188,0.012565,,,,
14167,337.7439,20.43.164.154,192.168.1.139,337.750277,337.7439,0.006377,0,0.006377,-0.006377,,,,
14168,337.750277,20.43.164.154,192.168.1.139,337.750277,337.750277,0,0.01649,-0.01649,0.03298,,,,
14169,337.750277,20.43.164.154,192.168.1.139,337.766767,337.750277,0.01649,0.032426,-0.015936,0.048362,,,,
14170,337.766767,192.168.1.139,20.43.164.154,337.799193,337.766767,0.032426,0.027026,0.0054,0.021626,,,,
14171,337.799193,20.43.164.154,192.168.1.139,337.826219,337.799193,0.027026,0.000128,0.026898,-0.02677,,,,
14172,337.826219,192.168.1.139,20.43.164.154,337.826347,337.826219,0.000128,0.001194,-0.001066,0.00226,,,,
14173,337.826347,192.168.1.139,20.43.164.154,337.827541,337.826347,0.001194,0,0.001194,-0.001194,,,,
14174,337.827541,20.43.164.154,192.168.1.139,337.827541,337.827541,0,0,0,0,,,,
14175,337.827541,34.236.133.17,192.168.1.139,337.827541,337.827541,0,0,0,0,,,,
14176,337.827541,20.43.164.154,192.168.1.139,337.827541,337.827541,0,0.033551,-0.033551,0.067102,,,,
14177,337.827541,20.43.164.154,192.168.1.139,337.861092,337.827541,0.033551,0.014402,0.019149,-0.004747,,,,
14178,337.861092,192.168.1.139,34.236.133.17,337.875494,337.861092,0.014402,0,0.014402,-0.014402,,,,
14179,337.875494,20.43.164.154,192.168.1.139,337.875494,337.875494,0,0,0,0,,,,
14180,337.875494,20.43.164.154,192.168.1.139,337.875494,337.875494,0,0.006859,-0.006859,0.013718,,,,
14181,337.875494,20.43.164.154,192.168.1.139,337.882353,337.875494,0.006859,0.001246,0.005613,-0.004367,,,,
14182,337.882353,192.168.1.139,20.43.164.154,337.883599,337.882353,0.001246,0.011331,-0.010085,0.021416,,,,
14183,337.883599,20.43.164.154,192.168.1.139,337.89493,337.883599,0.011331,0.004739,0.006592,-0.001853,,,,
14184,337.89493,20.43.164.154,192.168.1.139,337.899669,337.89493,0.004739,0.018734,-0.013995,0.032729,,,,
14185,337.899669,20.43.164.154,192.168.1.139,337.918403,337.899669,0.018734,0.002146,0.016588,-0.014442,,,,
14186,337.918403,20.43.164.154,192.168.1.139,337.920549,337.918403,0.002146,0.016915,-0.014769,0.031684,,,,
14187,337.920549,54.164.98.174,192.168.1.139,337.937464,337.920549,0.016915,0,0.016915,-0.016915,,,,
14188,337.937464,20.43.164.154,192.168.1.139,337.937464,337.937464,0,0.015187,-0.015187,0.030374,,,,
14189,337.937464,20.43.164.154,192.168.1.139,337.952651,337.937464,0.015187,0.006519,0.008668,-0.002149,,,,
14190,337.952651,20.43.164.154,192.168.1.139,337.95917,337.952651,0.006519,0.009611,-0.003092,0.012703,,,,
14191,337.95917,192.168.1.139,20.43.164.154,337.968781,337.95917,0.009611,0.014662,-0.005051,0.019713,,,,
14192,337.968781,20.43.164.154,192.168.1.139,337.983443,337.968781,0.014662,0.016144,-0.001482,0.017626,,,,
14193,337.983443,20.43.164.154,192.168.1.139,337.999587,337.983443,0.016144,0.005335,0.010809,-0.005474,,,,
14194,337.999587,20.43.164.154,192.168.1.139,338.004922,337.999587,0.005335,0.035944,-0.030609,0.066553,,,,
14195,338.004922,192.168.1.139,20.43.164.154,338.040866,338.004922,0.035944,0.000633,0.035311,-0.034678,,,,
14196,338.040866,192.168.1.3,239.255.255.250,338.041499,338.040866,0.000633,0,0.000633,-0.000633,,,,
14197,338.041499,192.168.1.100,224.0.0.251,338.041499,338.041499,0,0,0,0,,,,
14198,338.041499,fe80::46:b2ae:326a:2a1d,ff02::fb,338.041499,338.041499,0,0.018946,-0.018946,0.037892,,,,
14199,338.041499,20.43.164.154,192.168.1.139,338.060445,338.041499,0.018946,0.000697,0.018249,-0.017552,,,,
14200,338.060445,192.168.1.139,20.43.164.154,338.061142,338.060445,0.000697,0,0.000697,-0.000697,,,,
14201,338.061142,20.43.164.154,192.168.1.139,338.061142,338.061142,0,0.057835,-0.057835,0.11567,,,,
14202,338.061142,20.43.164.154,192.168.1.139,338.118977,338.061142,0.057835,0.000251,0.057584,-0.057333,,,,
14203,338.118977,192.168.1.139,20.43.164.154,338.119228,338.118977,0.000251,0.01317,-0.012919,0.026089,,,,
14204,338.119228,20.43.164.154,192.168.1.139,338.132398,338.119228,0.01317,0,0.01317,-0.01317,,,,
14205,338.132398,20.43.164.154,192.168.1.139,338.132398,338.132398,0,0,0,0,,,,
14206,338.132398,20.43.164.154,192.168.1.139,338.132398,338.132398,0,0,0,0,,,,
14207,338.132398,20.43.164.154,192.168.1.139,338.132398,338.132398,0,0.000298,-0.000298,0.000596,,,,
14208,338.132398,34.236.133.17,192.168.1.139,338.132696,338.132398,0.000298,0.020259,-0.019961,0.04022,,,,
14209,338.132696,20.43.164.154,192.168.1.139,338.152955,338.132696,0.020259,0.018721,0.001538,0.017183,,,,
14210,338.152955,20.43.164.154,192.168.1.139,338.171676,338.152955,0.018721,0.002866,0.015855,-0.012989,,,,
14211,338.171676,20.43.164.154,192.168.1.139,338.174542,338.171676,0.002866,0.007971,-0.005105,0.013076,,,,
14212,338.174542,192.168.1.139,20.43.164.154,338.182513,338.174542,0.007971,0.016414,-0.008443,0.024857,,,,
14213,338.182513,20.43.164.154,192.168.1.139,338.198927,338.182513,0.016414,0.018818,-0.002404,0.021222,,,,
14214,338.198927,20.43.164.154,192.168.1.139,338.217745,338.198927,0.018818,0.013486,0.005332,0.008154,,,,
14215,338.217745,20.43.164.154,192.168.1.139,338.231231,338.217745,0.013486,0.002218,0.011268,-0.00905,,,,
14216,338.231231,192.168.1.139,20.43.164.154,338.233449,338.231231,0.002218,0.045425,-0.043207,0.088632,,,,
14217,338.233449,20.43.164.154,192.168.1.139,338.278874,338.233449,0.045425,0,0.045425,-0.045425,,,,
14218,338.278874,20.43.164.154,192.168.1.139,338.278874,338.278874,0,0.005704,-0.005704,0.011408,,,,
14219,338.278874,20.43.164.154,192.168.1.139,338.284578,338.278874,0.005704,0.000653,0.005051,-0.004398,,,,
14220,338.284578,192.168.1.139,20.43.164.154,338.285231,338.284578,0.000653,0.009683,-0.00903,0.018713,,,,
14221,338.285231,20.43.164.154,192.168.1.139,338.294914,338.285231,0.009683,0.004792,0.004891,-9.90E-05,,,,
14222,338.294914,192.168.1.139,216.98.50.210,338.299706,338.294914,0.004792,0.017584,-0.012792,0.030376,,,,
14223,338.299706,20.43.164.154,192.168.1.139,338.31729,338.299706,0.017584,0.023629,-0.006045,0.029674,,,,
14224,338.31729,20.43.164.154,192.168.1.139,338.340919,338.31729,0.023629,0.0051,0.018529,-0.013429,,,,
14225,338.340919,20.43.164.154,192.168.1.139,338.346019,338.340919,0.0051,0.004217,0.000883,0.003334,,,,
14226,338.346019,192.168.1.139,20.43.164.154,338.350236,338.346019,0.004217,0.017678,-0.013461,0.031139,,,,
14227,338.350236,20.43.164.154,192.168.1.139,338.367914,338.350236,0.017678,0.016194,0.001484,0.01471,,,,
14228,338.367914,20.43.164.154,192.168.1.139,338.384108,338.367914,0.016194,0.011435,0.004759,0.006676,,,,
14229,338.384108,20.43.164.154,192.168.1.139,338.395543,338.384108,0.011435,0.03357,-0.022135,0.055705,,,,
14230,338.395543,192.168.1.139,20.43.164.154,338.429113,338.395543,0.03357,0.00868,0.02489,-0.01621,,,,
14231,338.429113,20.43.164.154,192.168.1.139,338.437793,338.429113,0.00868,0.000766,0.007914,-0.007148,,,,
14232,338.437793,20.43.164.154,192.168.1.139,338.438559,338.437793,0.000766,0.01233,-0.011564,0.023894,,,,
14233,338.438559,20.43.164.154,192.168.1.139,338.450889,338.438559,0.01233,2.60E-05,0.012304,-0.012278,,,,
14234,338.450889,192.168.1.139,20.43.164.154,338.450915,338.450889,2.60E-05,0.020763,-0.020737,0.0415,,,,
14235,338.450915,20.43.164.154,192.168.1.139,338.471678,338.450915,0.020763,0.011679,0.009084,0.002595,,,,
14236,338.471678,20.43.164.154,192.168.1.139,338.483357,338.471678,0.011679,0.027943,-0.016264,0.044207,,,,
14237,338.483357,20.43.164.154,192.168.1.139,338.5113,338.483357,0.027943,0.022261,0.005682,0.016579,,,,
14238,338.5113,192.168.1.139,20.43.164.154,338.533561,338.5113,0.022261,0.001784,0.020477,-0.018693,,,,
14239,338.533561,Fiberhom_a2:01:60,Broadcast,338.535345,338.533561,0.001784,0.000756,0.001028,-0.000272,,,,
14240,338.535345,192.168.1.3,239.255.255.250,338.536101,338.535345,0.000756,0,0.000756,-0.000756,,,,
14241,338.536101,20.43.164.154,192.168.1.139,338.536101,338.536101,0,0.000833,-0.000833,0.001666,,,,
14242,338.536101,20.43.164.154,192.168.1.139,338.536934,338.536101,0.000833,0.013006,-0.012173,0.025179,,,,
14243,338.536934,20.43.164.154,192.168.1.139,338.54994,338.536934,0.013006,0.018322,-0.005316,0.023638,,,,
14244,338.54994,20.43.164.154,192.168.1.139,338.568262,338.54994,0.018322,0.000155,0.018167,-0.018012,,,,
14245,338.568262,192.168.1.139,20.43.164.154,338.568417,338.568262,0.000155,0.014922,-0.014767,0.029689,,,,
14246,338.568417,20.43.164.154,192.168.1.139,338.583339,338.568417,0.014922,0.0151,-0.000178,0.015278,,,,
14247,338.583339,20.43.164.154,192.168.1.139,338.598439,338.583339,0.0151,0.017031,-0.001931,0.018962,,,,
14248,338.598439,20.43.164.154,192.168.1.139,338.61547,338.598439,0.017031,0.016725,0.000306,0.016419,,,,
14249,338.61547,20.43.164.154,192.168.1.139,338.632195,338.61547,0.016725,0.002013,0.014712,-0.012699,,,,
14250,338.632195,20.43.164.154,192.168.1.139,338.634208,338.632195,0.002013,0.02798,-0.025967,0.053947,,,,
14251,338.634208,192.168.1.139,20.43.164.154,338.662188,338.634208,0.02798,0,0.02798,-0.02798,,,,
14252,338.662188,216.98.50.210,192.168.1.139,338.662188,338.662188,0,0.00356,-0.00356,0.00712,,,,
14253,338.662188,20.43.164.154,192.168.1.139,338.665748,338.662188,0.00356,0.0175,-0.01394,0.03144,,,,
14254,338.665748,20.43.164.154,192.168.1.139,338.683248,338.665748,0.0175,0.013158,0.004342,0.008816,,,,
14255,338.683248,20.43.164.154,192.168.1.139,338.696406,338.683248,0.013158,0.002697,0.010461,-0.007764,,,,
14256,338.696406,192.168.1.139,20.43.164.154,338.699103,338.696406,0.002697,0.020713,-0.018016,0.038729,,,,
14257,338.699103,20.43.164.154,192.168.1.139,338.719816,338.699103,0.020713,0.011729,0.008984,0.002745,,,,
14258,338.719816,20.43.164.154,192.168.1.139,338.731545,338.719816,0.011729,0.017201,-0.005472,0.022673,,,,
14259,338.731545,20.43.164.154,192.168.1.139,338.748746,338.731545,0.017201,0.000872,0.016329,-0.015457,,,,
14260,338.748746,20.43.164.154,192.168.1.139,338.749618,338.748746,0.000872,0.016276,-0.015404,0.03168,,,,
14261,338.749618,192.168.1.139,20.43.164.154,338.765894,338.749618,0.016276,0.032322,-0.016046,0.048368,,,,
14262,338.765894,20.43.164.154,192.168.1.139,338.798216,338.765894,0.032322,0.020746,0.011576,0.00917,,,,
14263,338.798216,192.168.1.139,20.43.164.154,338.818962,338.798216,0.020746,0,0.020746,-0.020746,,,,
14264,338.818962,20.43.164.154,192.168.1.139,338.818962,338.818962,0,0,0,0,,,,
14265,338.818962,20.43.164.154,192.168.1.139,338.818962,338.818962,0,0.024438,-0.024438,0.048876,,,,
14266,338.818962,20.43.164.154,192.168.1.139,338.8434,338.818962,0.024438,0.008673,0.015765,-0.007092,,,,
14267,338.8434,20.43.164.154,192.168.1.139,338.852073,338.8434,0.008673,0.017736,-0.009063,0.026799,,,,
14268,338.852073,192.168.1.139,20.43.164.154,338.869809,338.852073,0.017736,0.001196,0.01654,-0.015344,,,,
14269,338.869809,20.43.164.154,192.168.1.139,338.871005,338.869809,0.001196,0.011507,-0.010311,0.021818,,,,
14270,338.871005,20.43.164.154,192.168.1.139,338.882512,338.871005,0.011507,0.022404,-0.010897,0.033301,,,,
14271,338.882512,20.43.164.154,192.168.1.139,338.904916,338.882512,0.022404,0.005518,0.016886,-0.011368,,,,
14272,338.904916,20.43.164.154,192.168.1.139,338.910434,338.904916,0.005518,0.030576,-0.025058,0.055634,,,,
14273,338.910434,192.168.1.139,20.43.164.154,338.94101,338.910434,0.030576,0.002077,0.028499,-0.026422,,,,
14274,338.94101,20.43.164.154,192.168.1.139,338.943087,338.94101,0.002077,0.010058,-0.007981,0.018039,,,,
14275,338.943087,20.43.164.154,192.168.1.139,338.953145,338.943087,0.010058,0.013569,-0.003511,0.01708,,,,
14276,338.953145,20.43.164.154,192.168.1.139,338.966714,338.953145,0.013569,0.002279,0.01129,-0.009011,,,,
14277,338.966714,192.168.1.139,20.43.164.154,338.968993,338.966714,0.002279,0.024363,-0.022084,0.046447,,,,
14278,338.968993,20.43.164.154,192.168.1.139,338.993356,338.968993,0.024363,0.00953,0.014833,-0.005303,,,,
14279,338.993356,20.43.164.154,192.168.1.139,339.002886,338.993356,0.00953,0.012329,-0.002799,0.015128,,,,
14280,339.002886,20.43.164.154,192.168.1.139,339.015215,339.002886,0.012329,0.000526,0.011803,-0.011277,,,,
14281,339.015215,192.168.1.139,20.43.164.154,339.015741,339.015215,0.000526,0.011433,-0.010907,0.02234,,,,
14282,339.015741,20.43.164.154,192.168.1.139,339.027174,339.015741,0.011433,0.004494,0.006939,-0.002445,,,,
14283,339.027174,20.43.164.154,192.168.1.139,339.031668,339.027174,0.004494,0.0141,-0.009606,0.023706,,,,
14284,339.031668,20.43.164.154,192.168.1.139,339.045768,339.031668,0.0141,0,0.0141,-0.0141,,,,
14285,339.045768,192.168.1.100,224.0.0.251,339.045768,339.045768,0,0.016815,-0.016815,0.03363,,,,
14286,339.045768,fe80::46:b2ae:326a:2a1d,ff02::fb,339.062583,339.045768,0.016815,0.007166,0.009649,-0.002483,,,,
14287,339.062583,20.43.164.154,192.168.1.139,339.069749,339.062583,0.007166,0.023046,-0.01588,0.038926,,,,
14288,339.069749,192.168.1.139,20.43.164.154,339.092795,339.069749,0.023046,0.000601,0.022445,-0.021844,,,,
14289,339.092795,20.43.164.154,192.168.1.139,339.093396,339.092795,0.000601,0.007358,-0.006757,0.014115,,,,
14290,339.093396,20.43.164.154,192.168.1.139,339.100754,339.093396,0.007358,0.014975,-0.007617,0.022592,,,,
14291,339.100754,20.43.164.154,192.168.1.139,339.115729,339.100754,0.014975,0.004353,0.010622,-0.006269,,,,
14292,339.115729,20.43.164.154,192.168.1.139,339.120082,339.115729,0.004353,0.012803,-0.00845,0.021253,,,,
14293,339.120082,192.168.1.139,20.43.164.154,339.132885,339.120082,0.012803,0.024456,-0.011653,0.036109,,,,
14294,339.132885,20.43.164.154,192.168.1.139,339.157341,339.132885,0.024456,0.005755,0.018701,-0.012946,,,,
14295,339.157341,20.43.164.154,192.168.1.139,339.163096,339.157341,0.005755,0.04706,-0.041305,0.088365,,,,
14296,339.163096,192.168.1.139,20.43.164.154,339.210156,339.163096,0.04706,0.017935,0.029125,-0.01119,,,,
14297,339.210156,192.168.1.139,20.43.164.154,339.228091,339.210156,0.017935,0.026811,-0.008876,0.035687,,,,
14298,339.228091,20.43.164.154,192.168.1.139,339.254902,339.228091,0.026811,0,0.026811,-0.026811,,,,
14299,339.254902,20.43.164.154,192.168.1.139,339.254902,339.254902,0,0,0,0,,,,
14300,339.254902,20.43.164.154,192.168.1.139,339.254902,339.254902,0,0,0,0,,,,
14301,339.254902,20.43.164.154,192.168.1.139,339.254902,339.254902,0,0,0,0,,,,
14302,339.254902,20.43.164.154,192.168.1.139,339.254902,339.254902,0,0.013245,-0.013245,0.02649,,,,
14303,339.254902,20.43.164.154,192.168.1.139,339.268147,339.254902,0.013245,0.020559,-0.007314,0.027873,,,,
14304,339.268147,192.168.1.139,20.43.164.154,339.288706,339.268147,0.020559,0.025113,-0.004554,0.029667,,,,
14305,339.288706,20.43.164.154,192.168.1.139,339.313819,339.288706,0.025113,0.026961,-0.001848,0.028809,,,,
14306,339.313819,192.168.1.139,20.43.164.154,339.34078,339.313819,0.026961,0.002976,0.023985,-0.021009,,,,
14307,339.34078,20.43.164.154,192.168.1.139,339.343756,339.34078,0.002976,0,0.002976,-0.002976,,,,
14308,339.343756,20.43.164.154,192.168.1.139,339.343756,339.343756,0,0,0,0,,,,
14309,339.343756,20.43.164.154,192.168.1.139,339.343756,339.343756,0,0,0,0,,,,
14310,339.343756,20.43.164.154,192.168.1.139,339.343756,339.343756,0,0.01675,-0.01675,0.0335,,,,
14311,339.343756,20.43.164.154,192.168.1.139,339.360506,339.343756,0.01675,0.010006,0.006744,0.003262,,,,
14312,339.360506,20.43.164.154,192.168.1.139,339.370512,339.360506,0.010006,0.032096,-0.02209,0.054186,,,,
14313,339.370512,192.168.1.139,20.43.164.154,339.402608,339.370512,0.032096,0.000798,0.031298,-0.0305,,,,
14314,339.402608,20.43.164.154,192.168.1.139,339.403406,339.402608,0.000798,0.001092,-0.000294,0.001386,,,,
14315,339.403406,20.43.164.154,192.168.1.139,339.404498,339.403406,0.001092,0.015894,-0.014802,0.030696,,,,
14316,339.404498,20.43.164.154,192.168.1.139,339.420392,339.404498,0.015894,0.001704,0.01419,-0.012486,,,,
14317,339.420392,20.43.164.154,192.168.1.139,339.422096,339.420392,0.001704,0.011686,-0.009982,0.021668,,,,
14318,339.422096,192.168.1.139,20.43.164.154,339.433782,339.422096,0.011686,0.025977,-0.014291,0.040268,,,,
14319,339.433782,20.43.164.154,192.168.1.139,339.459759,339.433782,0.025977,0.001049,0.024928,-0.023879,,,,
14320,339.459759,192.168.1.151,224.0.0.251,339.460808,339.459759,0.001049,0.015482,-0.014433,0.029915,,,,
14321,339.460808,fe80::9419:1877:15db:f7d1,ff02::fb,339.47629,339.460808,0.015482,0.013342,0.00214,0.011202,,,,
14322,339.47629,192.168.1.139,20.43.164.154,339.489632,339.47629,0.013342,0,0.013342,-0.013342,,,,
14323,339.489632,20.43.164.154,192.168.1.139,339.489632,339.489632,0,0,0,0,,,,
14324,339.489632,20.43.164.154,192.168.1.139,339.489632,339.489632,0,0.020476,-0.020476,0.040952,,,,
14325,339.489632,20.43.164.154,192.168.1.139,339.510108,339.489632,0.020476,0.03403,-0.013554,0.047584,,,,
14326,339.510108,20.43.164.154,192.168.1.139,339.544138,339.510108,0.03403,0.01758,0.01645,0.00113,,,,
14327,339.544138,192.168.1.139,20.43.164.154,339.561718,339.544138,0.01758,0.000211,0.017369,-0.017158,,,,
14328,339.561718,20.43.164.154,192.168.1.139,339.561929,339.561718,0.000211,0.00603,-0.005819,0.011849,,,,
14329,339.561929,20.43.164.154,192.168.1.139,339.567959,339.561929,0.00603,0,0.00603,-0.00603,,,,
14330,339.567959,20.43.164.154,192.168.1.139,339.567959,339.567959,0,0.013793,-0.013793,0.027586,,,,
14331,339.567959,20.43.164.154,192.168.1.139,339.581752,339.567959,0.013793,0.025777,-0.011984,0.037761,,,,
14332,339.581752,20.43.164.154,192.168.1.139,339.607529,339.581752,0.025777,0.003763,0.022014,-0.018251,,,,
14333,339.607529,20.43.164.154,192.168.1.139,339.611292,339.607529,0.003763,0.025104,-0.021341,0.046445,,,,
14334,339.611292,192.168.1.139,20.43.164.154,339.636396,339.611292,0.025104,0.008493,0.016611,-0.008118,,,,
14335,339.636396,20.43.164.154,192.168.1.139,339.644889,339.636396,0.008493,0.004863,0.00363,0.001233,,,,
14336,339.644889,20.43.164.154,192.168.1.139,339.649752,339.644889,0.004863,0.018318,-0.013455,0.031773,,,,
14337,339.649752,20.43.164.154,192.168.1.139,339.66807,339.649752,0.018318,0.011717,0.006601,0.005116,,,,
14338,339.66807,20.43.164.154,192.168.1.139,339.679787,339.66807,0.011717,0.005619,0.006098,-0.000479,,,,
14339,339.679787,192.168.1.139,20.43.164.154,339.685406,339.679787,0.005619,0.014026,-0.008407,0.022433,,,,
14340,339.685406,20.43.164.154,192.168.1.139,339.699432,339.685406,0.014026,0.016601,-0.002575,0.019176,,,,
14341,339.699432,20.43.164.154,192.168.1.139,339.716033,339.699432,0.016601,0.019938,-0.003337,0.023275,,,,
14342,339.716033,20.43.164.154,192.168.1.139,339.735971,339.716033,0.019938,0.012375,0.007563,0.004812,,,,
14343,339.735971,20.43.164.154,192.168.1.139,339.748346,339.735971,0.012375,0.000772,0.011603,-0.010831,,,,
14344,339.748346,192.168.1.139,20.43.164.154,339.749118,339.748346,0.000772,0.019251,-0.018479,0.03773,,,,
14345,339.749118,20.43.164.154,192.168.1.139,339.768369,339.749118,0.019251,0.013818,0.005433,0.008385,,,,
14346,339.768369,20.43.164.154,192.168.1.139,339.782187,339.768369,0.013818,0.034283,-0.020465,0.054748,,,,
14347,339.782187,20.43.164.154,192.168.1.139,339.81647,339.782187,0.034283,0.0029,0.031383,-0.028483,,,,
14348,339.81647,192.168.1.139,20.43.164.154,339.81937,339.81647,0.0029,0.000519,0.002381,-0.001862,,,,
14349,339.81937,20.43.164.154,192.168.1.139,339.819889,339.81937,0.000519,0.013993,-0.013474,0.027467,,,,
14350,339.819889,20.43.164.154,192.168.1.139,339.833882,339.819889,0.013993,0.016374,-0.002381,0.018755,,,,
14351,339.833882,20.43.164.154,192.168.1.139,339.850256,339.833882,0.016374,0.017739,-0.001365,0.019104,,,,
14352,339.850256,20.43.164.154,192.168.1.139,339.867995,339.850256,0.017739,0.013369,0.00437,0.008999,,,,
14353,339.867995,20.43.164.154,192.168.1.139,339.881364,339.867995,0.013369,0.000119,0.01325,-0.013131,,,,
14354,339.881364,192.168.1.139,20.43.164.154,339.881483,339.881364,0.000119,0.022961,-0.022842,0.045803,,,,
14355,339.881483,192.168.1.139,20.43.164.154,339.904444,339.881483,0.022961,0.011464,0.011497,-3.30E-05,,,,
14356,339.904444,20.43.164.154,192.168.1.139,339.915908,339.904444,0.011464,0,0.011464,-0.011464,,,,
14357,339.915908,20.43.164.154,192.168.1.139,339.915908,339.915908,0,0.026674,-0.026674,0.053348,,,,
14358,339.915908,20.43.164.154,192.168.1.139,339.942582,339.915908,0.026674,0.02834,-0.001666,0.030006,,,,
14359,339.942582,192.168.1.139,20.43.164.154,339.970922,339.942582,0.02834,0.001068,0.027272,-0.026204,,,,
14360,339.970922,192.168.1.152,224.0.0.251,339.97199,339.970922,0.001068,0.003403,-0.002335,0.005738,,,,
14361,339.97199,fe80::63:ff2a:30ae:de3e,ff02::fb,339.975393,339.97199,0.003403,0,0.003403,-0.003403,,,,
14362,339.975393,20.43.164.154,192.168.1.139,339.975393,339.975393,0,0,0,0,,,,
14363,339.975393,20.43.164.154,192.168.1.139,339.975393,339.975393,0,0,0,0,,,,
14364,339.975393,20.43.164.154,192.168.1.139,339.975393,339.975393,0,0.018549,-0.018549,0.037098,,,,
14365,339.975393,20.43.164.154,192.168.1.139,339.993942,339.975393,0.018549,0.000129,0.01842,-0.018291,,,,
14366,339.993942,192.168.1.139,20.43.164.154,339.994071,339.993942,0.000129,0.013078,-0.012949,0.026027,,,,
14367,339.994071,20.43.164.154,192.168.1.139,340.007149,339.994071,0.013078,0.010771,0.002307,0.008464,,,,
14368,340.007149,20.43.164.154,192.168.1.139,340.01792,340.007149,0.010771,0.020234,-0.009463,0.029697,,,,
14369,340.01792,20.43.164.154,192.168.1.139,340.038154,340.01792,0.020234,0.023636,-0.003402,0.027038,,,,
14370,340.038154,192.168.1.139,20.43.164.154,340.06179,340.038154,0.023636,0.000696,0.02294,-0.022244,,,,
14371,340.06179,20.43.164.154,192.168.1.139,340.062486,340.06179,0.000696,0.005365,-0.004669,0.010034,,,,
14372,340.062486,20.43.164.154,192.168.1.139,340.067851,340.062486,0.005365,0.014823,-0.009458,0.024281,,,,
14373,340.067851,20.43.164.154,192.168.1.139,340.082674,340.067851,0.014823,0.033931,-0.019108,0.053039,,,,
14374,340.082674,192.168.1.139,20.43.164.154,340.116605,340.082674,0.033931,0,0.033931,-0.033931,,,,
14375,340.116605,20.43.164.154,192.168.1.139,340.116605,340.116605,0,0,0,0,,,,
14376,340.116605,20.43.164.154,192.168.1.139,340.116605,340.116605,0,0.001173,-0.001173,0.002346,,,,
14377,340.116605,20.43.164.154,192.168.1.139,340.117778,340.116605,0.001173,0.056453,-0.05528,0.111733,,,,
14378,340.117778,192.168.1.139,20.43.164.154,340.174231,340.117778,0.056453,0.025906,0.030547,-0.004641,,,,
14379,340.174231,192.168.1.139,20.43.164.154,340.200137,340.174231,0.025906,0,0.025906,-0.025906,,,,
14380,340.200137,20.43.164.154,192.168.1.139,340.200137,340.200137,0,0,0,0,,,,
14381,340.200137,20.43.164.154,192.168.1.139,340.200137,340.200137,0,0,0,0,,,,
14382,340.200137,20.43.164.154,192.168.1.139,340.200137,340.200137,0,0,0,0,,,,
14383,340.200137,20.43.164.154,192.168.1.139,340.200137,340.200137,0,0,0,0,,,,
14384,340.200137,20.43.164.154,192.168.1.139,340.200137,340.200137,0,0.031954,-0.031954,0.063908,,,,
14385,340.200137,20.43.164.154,192.168.1.139,340.232091,340.200137,0.031954,0.006617,0.025337,-0.01872,,,,
14386,340.232091,192.168.1.139,20.43.164.154,340.238708,340.232091,0.006617,0.010584,-0.003967,0.014551,,,,
14387,340.238708,20.43.164.154,192.168.1.139,340.249292,340.238708,0.010584,0,0.010584,-0.010584,,,,
14388,340.249292,20.43.164.154,192.168.1.139,340.249292,340.249292,0,0.015856,-0.015856,0.031712,,,,
14389,340.249292,20.43.164.154,192.168.1.139,340.265148,340.249292,0.015856,0.029396,-0.01354,0.042936,,,,
14390,340.265148,20.43.164.154,192.168.1.139,340.294544,340.265148,0.029396,0.016587,0.012809,0.003778,,,,
14391,340.294544,192.168.1.139,20.43.164.154,340.311131,340.294544,0.016587,0.002545,0.014042,-0.011497,,,,
14392,340.311131,20.43.164.154,192.168.1.139,340.313676,340.311131,0.002545,0.010695,-0.00815,0.018845,,,,
14393,340.313676,20.43.164.154,192.168.1.139,340.324371,340.313676,0.010695,0.023901,-0.013206,0.037107,,,,
14394,340.324371,20.43.164.154,192.168.1.139,340.348272,340.324371,0.023901,0,0.023901,-0.023901,,,,
14395,340.348272,20.43.164.154,192.168.1.139,340.348272,340.348272,0,0.009634,-0.009634,0.019268,,,,
14396,340.348272,20.43.164.154,192.168.1.139,340.357906,340.348272,0.009634,0.007258,0.002376,0.004882,,,,
