No.,Time,Source,Destination,Time2,Time1,Delay,Delay2,Delay1,Jitter,,,,
11564,306.934131,20.43.164.154,192.168.1.139,306.937073,306.934131,0.002942,0.012073,-0.009131,0.021204,,,,
11565,306.937073,192.168.1.139,20.43.164.154,306.949146,306.937073,0.012073,0.017573,-0.0055,0.023073,,,,
11566,306.949146,20.43.164.154,192.168.1.139,306.966719,306.949146,0.017573,0.016016,0.001557,0.014459,,,,
11567,306.966719,20.43.164.154,192.168.1.139,306.982735,306.966719,0.016016,0.020382,-0.004366,0.024748,,,,
11568,306.982735,20.43.164.154,192.168.1.139,307.003117,306.982735,0.020382,0.046306,-0.025924,0.07223,,,,
11569,307.003117,192.168.1.139,20.43.164.154,307.049423,307.003117,0.046306,0.003753,0.042553,-0.0388,,,,
11570,307.049423,20.43.164.154,192.168.1.139,307.053176,307.049423,0.003753,0,0.003753,-0.003753,,,,
11571,307.053176,20.43.164.154,192.168.1.139,307.053176,307.053176,0,0,0,0,,,,
11572,307.053176,20.43.164.154,192.168.1.139,307.053176,307.053176,0,0.005167,-0.005167,0.010334,,,,
11573,307.053176,20.43.164.154,192.168.1.139,307.058343,307.053176,0.005167,0.029465,-0.024298,0.053763,,,,
11574,307.058343,192.168.1.139,20.43.164.154,307.087808,307.058343,0.029465,0,0.029465,-0.029465,,,,
11575,307.087808,20.43.164.154,192.168.1.139,307.087808,307.087808,0,0.02016,-0.02016,0.04032,,,,
11576,307.087808,20.43.164.154,192.168.1.139,307.107968,307.087808,0.02016,0.008631,0.011529,-0.002898,,,,
11577,307.107968,20.43.164.154,192.168.1.139,307.116599,307.107968,0.008631,0.003335,0.005296,-0.001961,,,,
11578,307.116599,192.168.1.139,20.43.164.154,307.119934,307.116599,0.003335,0.013174,-0.009839,0.023013,,,,
11579,307.119934,20.43.164.154,192.168.1.139,307.133108,307.119934,0.013174,0.016124,-0.00295,0.019074,,,,
11580,307.133108,20.43.164.154,192.168.1.139,307.149232,307.133108,0.016124,0.015813,0.000311,0.015502,,,,
11581,307.149232,20.43.164.154,192.168.1.139,307.165045,307.149232,0.015813,0.001451,0.014362,-0.012911,,,,
11582,307.165045,192.168.1.139,20.43.164.154,307.166496,307.165045,0.001451,0.017147,-0.015696,0.032843,,,,
11583,307.166496,20.43.164.154,192.168.1.139,307.183643,307.166496,0.017147,0.01749,-0.000343,0.017833,,,,
11584,307.183643,20.43.164.154,192.168.1.139,307.201133,307.183643,0.01749,0.014554,0.002936,0.011618,,,,
11585,307.201133,20.43.164.154,192.168.1.139,307.215687,307.201133,0.014554,0.004885,0.009669,-0.004784,,,,
11586,307.215687,20.43.164.154,192.168.1.139,307.220572,307.215687,0.004885,0.014667,-0.009782,0.024449,,,,
11587,307.220572,192.168.1.139,20.43.164.154,307.235239,307.220572,0.014667,0.013626,0.001041,0.012585,,,,
11588,307.235239,20.43.164.154,192.168.1.139,307.248865,307.235239,0.013626,0.016925,-0.003299,0.020224,,,,
11589,307.248865,20.43.164.154,192.168.1.139,307.26579,307.248865,0.016925,0.013505,0.00342,0.010085,,,,
11590,307.26579,20.43.164.154,192.168.1.139,307.279295,307.26579,0.013505,0.017436,-0.003931,0.021367,,,,
11591,307.279295,192.168.1.139,20.43.164.154,307.296731,307.279295,0.017436,0.002574,0.014862,-0.012288,,,,
11592,307.296731,20.43.164.154,192.168.1.139,307.299305,307.296731,0.002574,0.020565,-0.017991,0.038556,,,,
11593,307.299305,20.43.164.154,192.168.1.139,307.31987,307.299305,0.020565,0.023021,-0.002456,0.025477,,,,
11594,307.31987,20.43.164.154,192.168.1.139,307.342891,307.31987,0.023021,0.001851,0.02117,-0.019319,,,,
11595,307.342891,192.168.1.139,20.43.164.154,307.344742,307.342891,0.001851,0.004652,-0.002801,0.007453,,,,
11596,307.344742,20.43.164.154,192.168.1.139,307.349394,307.344742,0.004652,0.018337,-0.013685,0.032022,,,,
11597,307.349394,20.43.164.154,192.168.1.139,307.367731,307.349394,0.018337,0.0386,-0.020263,0.058863,,,,
11598,307.367731,20.43.164.154,192.168.1.139,307.406331,307.367731,0.0386,0,0.0386,-0.0386,,,,
11599,307.406331,20.43.164.154,192.168.1.139,307.406331,307.406331,0,0.00333,-0.00333,0.00666,,,,
11600,307.406331,20.43.164.154,192.168.1.139,307.409661,307.406331,0.00333,0.000131,0.003199,-0.003068,,,,
11601,307.409661,192.168.1.139,20.43.164.154,307.409792,307.409661,0.000131,0.006301,-0.00617,0.012471,,,,
11602,307.409792,192.168.1.139,20.43.164.154,307.416093,307.409792,0.006301,0.016719,-0.010418,0.027137,,,,
11603,307.416093,20.43.164.154,192.168.1.139,307.432812,307.416093,0.016719,0.012031,0.004688,0.007343,,,,
11604,307.432812,20.43.164.154,192.168.1.139,307.444843,307.432812,0.012031,0.004778,0.007253,-0.002475,,,,
11605,307.444843,20.43.164.154,192.168.1.139,307.449621,307.444843,0.004778,0.022309,-0.017531,0.03984,,,,
11606,307.449621,20.43.164.154,192.168.1.139,307.47193,307.449621,0.022309,0.045875,-0.023566,0.069441,,,,
11607,307.47193,192.168.1.139,20.43.164.154,307.517805,307.47193,0.045875,0,0.045875,-0.045875,,,,
11608,307.517805,20.43.164.154,192.168.1.139,307.517805,307.517805,0,0,0,0,,,,
11609,307.517805,20.43.164.154,192.168.1.139,307.517805,307.517805,0,0.000157,-0.000157,0.000314,,,,
11610,307.517805,20.43.164.154,192.168.1.139,307.517962,307.517805,0.000157,0.016677,-0.01652,0.033197,,,,
11611,307.517962,20.43.164.154,192.168.1.139,307.534639,307.517962,0.016677,0.013253,0.003424,0.009829,,,,
11612,307.534639,192.168.1.139,20.43.164.154,307.547892,307.534639,0.013253,0.003226,0.010027,-0.006801,,,,
11613,307.547892,20.43.164.154,192.168.1.139,307.551118,307.547892,0.003226,0.025658,-0.022432,0.04809,,,,
11614,307.551118,20.43.164.154,192.168.1.139,307.576776,307.551118,0.025658,0.005667,0.019991,-0.014324,,,,
11615,307.576776,20.43.164.154,192.168.1.139,307.582443,307.576776,0.005667,0.018743,-0.013076,0.031819,,,,
11616,307.582443,20.43.164.154,192.168.1.139,307.601186,307.582443,0.018743,0.00076,0.017983,-0.017223,,,,
11617,307.601186,192.168.1.139,20.43.164.154,307.601946,307.601186,0.00076,0.005206,-0.004446,0.009652,,,,
11618,307.601946,20.43.164.154,192.168.1.139,307.607152,307.601946,0.005206,0.007797,-0.002591,0.010388,,,,
11619,307.607152,Fiberhom_a2:01:60,Broadcast,307.614949,307.607152,0.007797,0.020879,-0.013082,0.033961,,,,
11620,307.614949,20.43.164.154,192.168.1.139,307.635828,307.614949,0.020879,0.016939,0.00394,0.012999,,,,
11621,307.635828,20.43.164.154,192.168.1.139,307.652767,307.635828,0.016939,0.012405,0.004534,0.007871,,,,
11622,307.652767,20.43.164.154,192.168.1.139,307.665172,307.652767,0.012405,0.011161,0.001244,0.009917,,,,
11623,307.665172,192.168.1.139,20.43.164.154,307.676333,307.665172,0.011161,0.01754,-0.006379,0.023919,,,,
11624,307.676333,20.43.164.154,192.168.1.139,307.693873,307.676333,0.01754,0.026511,-0.008971,0.035482,,,,
11625,307.693873,20.43.164.154,192.168.1.139,307.720384,307.693873,0.026511,0,0.026511,-0.026511,,,,
11626,307.720384,20.43.164.154,192.168.1.139,307.720384,307.720384,0,0.009329,-0.009329,0.018658,,,,
11627,307.720384,20.43.164.154,192.168.1.139,307.729713,307.720384,0.009329,0.005398,0.003931,0.001467,,,,
11628,307.729713,192.168.1.139,20.43.164.154,307.735111,307.729713,0.005398,0.013151,-0.007753,0.020904,,,,
11629,307.735111,20.43.164.154,192.168.1.139,307.748262,307.735111,0.013151,0.017269,-0.004118,0.021387,,,,
11630,307.748262,20.43.164.154,192.168.1.139,307.765531,307.748262,0.017269,0.01883,-0.001561,0.020391,,,,
11631,307.765531,20.43.164.154,192.168.1.139,307.784361,307.765531,0.01883,0.01216,0.00667,0.00549,,,,
11632,307.784361,20.43.164.154,192.168.1.139,307.796521,307.784361,0.01216,0.004123,0.008037,-0.003914,,,,
11633,307.796521,192.168.1.139,20.43.164.154,307.800644,307.796521,0.004123,0.01424,-0.010117,0.024357,,,,
11634,307.800644,20.43.164.154,192.168.1.139,307.814884,307.800644,0.01424,0.017396,-0.003156,0.020552,,,,
11635,307.814884,20.43.164.154,192.168.1.139,307.83228,307.814884,0.017396,0.026459,-0.009063,0.035522,,,,
11636,307.83228,20.43.164.154,192.168.1.139,307.858739,307.83228,0.026459,0.000303,0.026156,-0.025853,,,,
11637,307.858739,192.168.1.139,20.43.164.154,307.859042,307.858739,0.000303,0.009521,-0.009218,0.018739,,,,
11638,307.859042,20.43.164.154,192.168.1.139,307.868563,307.859042,0.009521,0.015571,-0.00605,0.021621,,,,
11639,307.868563,20.43.164.154,192.168.1.139,307.884134,307.868563,0.015571,0.017926,-0.002355,0.020281,,,,
11640,307.884134,20.43.164.154,192.168.1.139,307.90206,307.884134,0.017926,0.015371,0.002555,0.012816,,,,
11641,307.90206,20.43.164.154,192.168.1.139,307.917431,307.90206,0.015371,0.004964,0.010407,-0.005443,,,,
11642,307.917431,20.43.164.154,192.168.1.139,307.922395,307.917431,0.004964,0.00946,-0.004496,0.013956,,,,
11643,307.922395,192.168.1.139,20.43.164.154,307.931855,307.922395,0.00946,0.016784,-0.007324,0.024108,,,,
11644,307.931855,20.43.164.154,192.168.1.139,307.948639,307.931855,0.016784,0.016655,0.000129,0.016526,,,,
11645,307.948639,20.43.164.154,192.168.1.139,307.965294,307.948639,0.016655,0.021347,-0.004692,0.026039,,,,
11646,307.965294,20.43.164.154,192.168.1.139,307.986641,307.965294,0.021347,0.003145,0.018202,-0.015057,,,,
11647,307.986641,20.43.164.154,192.168.1.139,307.989786,307.986641,0.003145,0.009043,-0.005898,0.014941,,,,
11648,307.989786,192.168.1.139,20.43.164.154,307.998829,307.989786,0.009043,0.024714,-0.015671,0.040385,,,,
11649,307.998829,20.43.164.154,192.168.1.139,308.023543,307.998829,0.024714,0.010645,0.014069,-0.003424,,,,
11650,308.023543,20.43.164.154,192.168.1.139,308.034188,308.023543,0.010645,0.025661,-0.015016,0.040677,,,,
11651,308.034188,20.43.164.154,192.168.1.139,308.059849,308.034188,0.025661,0.000475,0.025186,-0.024711,,,,
11652,308.059849,192.168.1.139,20.43.164.154,308.060324,308.059849,0.000475,0.006975,-0.0065,0.013475,,,,
11653,308.060324,20.43.164.154,192.168.1.139,308.067299,308.060324,0.006975,0.014722,-0.007747,0.022469,,,,
11654,308.067299,20.43.164.154,192.168.1.139,308.082021,308.067299,0.014722,0.018446,-0.003724,0.02217,,,,
11655,308.082021,20.43.164.154,192.168.1.139,308.100467,308.082021,0.018446,0.015543,0.002903,0.01264,,,,
11656,308.100467,20.43.164.154,192.168.1.139,308.11601,308.100467,0.015543,0.008027,0.007516,0.000511,,,,
11657,308.11601,20.43.164.154,192.168.1.139,308.124037,308.11601,0.008027,0.002182,0.005845,-0.003663,,,,
11658,308.124037,Fiberhom_a2:01:60,Broadcast,308.126219,308.124037,0.002182,0.005265,-0.003083,0.008348,,,,
11659,308.126219,192.168.1.139,20.43.164.154,308.131484,308.126219,0.005265,0.017062,-0.011797,0.028859,,,,
11660,308.131484,20.43.164.154,192.168.1.139,308.148546,308.131484,0.017062,0.016654,0.000408,0.016246,,,,
11661,308.148546,20.43.164.154,192.168.1.139,308.1652,308.148546,0.016654,0.022575,-0.005921,0.028496,,,,
11662,308.1652,20.43.164.154,192.168.1.139,308.187775,308.1652,0.022575,0.01125,0.011325,-7.50E-05,,,,
11663,308.187775,20.43.164.154,192.168.1.139,308.199025,308.187775,0.01125,0.001187,0.010063,-0.008876,,,,
11664,308.199025,192.168.1.139,20.43.164.154,308.200212,308.199025,0.001187,0.017977,-0.01679,0.034767,,,,
11665,308.200212,20.43.164.154,192.168.1.139,308.218189,308.200212,0.017977,0.003478,0.014499,-0.011021,,,,
11666,308.218189,20.43.164.154,192.168.1.139,308.221667,308.218189,0.003478,0.00634,-0.002862,0.009202,,,,
11667,308.221667,Fiberhom_a2:01:60,Broadcast,308.228007,308.221667,0.00634,0.043082,-0.036742,0.079824,,,,
11668,308.228007,192.168.1.139,216.98.50.210,308.271089,308.228007,0.043082,0.017563,0.025519,-0.007956,,,,
11669,308.271089,192.168.1.139,20.43.164.154,308.288652,308.271089,0.017563,0,0.017563,-0.017563,,,,
11670,308.288652,20.43.164.154,192.168.1.139,308.288652,308.288652,0,0,0,0,,,,
11671,308.288652,20.43.164.154,192.168.1.139,308.288652,308.288652,0,0,0,0,,,,
11672,308.288652,20.43.164.154,192.168.1.139,308.288652,308.288652,0,0.010779,-0.010779,0.021558,,,,
11673,308.288652,20.43.164.154,192.168.1.139,308.299431,308.288652,0.010779,0.034124,-0.023345,0.057469,,,,
11674,308.299431,20.43.164.154,192.168.1.139,308.333555,308.299431,0.034124,0.000739,0.033385,-0.032646,,,,
11675,308.333555,20.43.164.154,192.168.1.139,308.334294,308.333555,0.000739,0.02949,-0.028751,0.058241,,,,
11676,308.334294,192.168.1.139,20.43.164.154,308.363784,308.334294,0.02949,0.007819,0.021671,-0.013852,,,,
11677,308.363784,20.43.164.154,192.168.1.139,308.371603,308.363784,0.007819,0.012484,-0.004665,0.017149,,,,
11678,308.371603,20.43.164.154,192.168.1.139,308.384087,308.371603,0.012484,0,0.012484,-0.012484,,,,
11679,308.384087,20.43.164.154,192.168.1.139,308.384087,308.384087,0,0.024199,-0.024199,0.048398,,,,
11680,308.384087,20.43.164.154,192.168.1.139,308.408286,308.384087,0.024199,0.000306,0.023893,-0.023587,,,,
11681,308.408286,192.168.1.139,20.43.164.154,308.408592,308.408286,0.000306,0.018323,-0.018017,0.03634,,,,
11682,308.408592,20.43.164.154,192.168.1.139,308.426915,308.408592,0.018323,0.006165,0.012158,-0.005993,,,,
11683,308.426915,20.43.164.154,192.168.1.139,308.43308,308.426915,0.006165,0.016217,-0.010052,0.026269,,,,
11684,308.43308,20.43.164.154,192.168.1.139,308.449297,308.43308,0.016217,0.018744,-0.002527,0.021271,,,,
11685,308.449297,20.43.164.154,192.168.1.139,308.468041,308.449297,0.018744,0.005715,0.013029,-0.007314,,,,
11686,308.468041,20.43.164.154,192.168.1.139,308.473756,308.468041,0.005715,0.016887,-0.011172,0.028059,,,,
11687,308.473756,192.168.1.139,20.43.164.154,308.490643,308.473756,0.016887,0,0.016887,-0.016887,,,,
11688,308.490643,20.43.164.154,192.168.1.139,308.490643,308.490643,0,0,0,0,,,,
11689,308.490643,20.43.164.154,192.168.1.139,308.490643,308.490643,0,0,0,0,,,,
11690,308.490643,20.43.164.154,192.168.1.139,308.490643,308.490643,0,0.012487,-0.012487,0.024974,,,,
11691,308.490643,20.43.164.154,192.168.1.139,308.50313,308.490643,0.012487,0.015538,-0.003051,0.018589,,,,
11692,308.50313,20.43.164.154,192.168.1.139,308.518668,308.50313,0.015538,0.018129,-0.002591,0.02072,,,,
11693,308.518668,20.43.164.154,192.168.1.139,308.536797,308.518668,0.018129,0.005548,0.012581,-0.007033,,,,
11694,308.536797,20.43.164.154,192.168.1.139,308.542345,308.536797,0.005548,0.007453,-0.001905,0.009358,,,,
11695,308.542345,192.168.1.139,20.43.164.154,308.549798,308.542345,0.007453,0.018086,-0.010633,0.028719,,,,
11696,308.549798,20.43.164.154,192.168.1.139,308.567884,308.549798,0.018086,0.000859,0.017227,-0.016368,,,,
11697,308.567884,216.98.50.210,192.168.1.139,308.568743,308.567884,0.000859,0.016215,-0.015356,0.031571,,,,
11698,308.568743,20.43.164.154,192.168.1.139,308.584958,308.568743,0.016215,0.018958,-0.002743,0.021701,,,,
11699,308.584958,20.43.164.154,192.168.1.139,308.603916,308.584958,0.018958,0.009772,0.009186,0.000586,,,,
11700,308.603916,20.43.164.154,192.168.1.139,308.613688,308.603916,0.009772,0.004491,0.005281,-0.00079,,,,
11701,308.613688,192.168.1.139,20.43.164.154,308.618179,308.613688,0.004491,0.015445,-0.010954,0.026399,,,,
11702,308.618179,20.43.164.154,192.168.1.139,308.633624,308.618179,0.015445,0.017687,-0.002242,0.019929,,,,
11703,308.633624,20.43.164.154,192.168.1.139,308.651311,308.633624,0.017687,0.024471,-0.006784,0.031255,,,,
11704,308.651311,20.43.164.154,192.168.1.139,308.675782,308.651311,0.024471,0.002206,0.022265,-0.020059,,,,
11705,308.675782,20.43.164.154,192.168.1.139,308.677988,308.675782,0.002206,0.004495,-0.002289,0.006784,,,,
11706,308.677988,192.168.1.139,20.43.164.154,308.682483,308.677988,0.004495,0.017178,-0.012683,0.029861,,,,
11707,308.682483,20.43.164.154,192.168.1.139,308.699661,308.682483,0.017178,0.020545,-0.003367,0.023912,,,,
11708,308.699661,20.43.164.154,192.168.1.139,308.720206,308.699661,0.020545,0,0.020545,-0.020545,,,,
11709,308.720206,20.43.164.154,192.168.1.139,308.720206,308.720206,0,0.013945,-0.013945,0.02789,,,,
11710,308.720206,20.43.164.154,192.168.1.139,308.734151,308.720206,0.013945,0.013175,0.00077,0.012405,,,,
11711,308.734151,20.43.164.154,192.168.1.139,308.747326,308.734151,0.013175,0.002574,0.010601,-0.008027,,,,
11712,308.747326,192.168.1.139,20.43.164.154,308.7499,308.747326,0.002574,0.018297,-0.015723,0.03402,,,,
11713,308.7499,20.43.164.154,192.168.1.139,308.768197,308.7499,0.018297,0.017416,0.000881,0.016535,,,,
11714,308.768197,20.43.164.154,192.168.1.139,308.785613,308.768197,0.017416,0.01736,5.60E-05,0.017304,,,,
11715,308.785613,20.43.164.154,192.168.1.139,308.802973,308.785613,0.01736,0.010484,0.006876,0.003608,,,,
11716,308.802973,20.43.164.154,192.168.1.139,308.813457,308.802973,0.010484,0.002975,0.007509,-0.004534,,,,
11717,308.813457,192.168.1.139,20.43.164.154,308.816432,308.813457,0.002975,0.016443,-0.013468,0.029911,,,,
11718,308.816432,20.43.164.154,192.168.1.139,308.832875,308.816432,0.016443,0.017255,-0.000812,0.018067,,,,
11719,308.832875,20.43.164.154,192.168.1.139,308.85013,308.832875,0.017255,0.016409,0.000846,0.015563,,,,
11720,308.85013,20.43.164.154,192.168.1.139,308.866539,308.85013,0.016409,0.011076,0.005333,0.005743,,,,
11721,308.866539,20.43.164.154,192.168.1.139,308.877615,308.866539,0.011076,0.006241,0.004835,0.001406,,,,
11722,308.877615,192.168.1.139,20.43.164.154,308.883856,308.877615,0.006241,0.015164,-0.008923,0.024087,,,,
11723,308.883856,20.43.164.154,192.168.1.139,308.89902,308.883856,0.015164,0.020975,-0.005811,0.026786,,,,
11724,308.89902,20.43.164.154,192.168.1.139,308.919995,308.89902,0.020975,0.013628,0.007347,0.006281,,,,
11725,308.919995,20.43.164.154,192.168.1.139,308.933623,308.919995,0.013628,0.012471,0.001157,0.011314,,,,
11726,308.933623,20.43.164.154,192.168.1.139,308.946094,308.933623,0.012471,0.006443,0.006028,0.000415,,,,
11727,308.946094,192.168.1.139,20.43.164.154,308.952537,308.946094,0.006443,0.013251,-0.006808,0.020059,,,,
11728,308.952537,20.43.164.154,192.168.1.139,308.965788,308.952537,0.013251,0.017438,-0.004187,0.021625,,,,
11729,308.965788,20.43.164.154,192.168.1.139,308.983226,308.965788,0.017438,0.020718,-0.00328,0.023998,,,,
11730,308.983226,20.43.164.154,192.168.1.139,309.003944,308.983226,0.020718,0.015851,0.004867,0.010984,,,,
11731,309.003944,20.43.164.154,192.168.1.139,309.019795,309.003944,0.015851,0.004286,0.011565,-0.007279,,,,
11732,309.019795,20.43.164.154,192.168.1.139,309.024081,309.019795,0.004286,0.00838,-0.004094,0.012474,,,,
11733,309.024081,192.168.1.139,20.43.164.154,309.032461,309.024081,0.00838,0.011324,-0.002944,0.014268,,,,
11734,309.032461,20.43.164.154,192.168.1.139,309.043785,309.032461,0.011324,0.006531,0.004793,0.001738,,,,
11735,309.043785,Fiberhom_a2:01:60,Broadcast,309.050316,309.043785,0.006531,0.017561,-0.01103,0.028591,,,,
11736,309.050316,20.43.164.154,192.168.1.139,309.067877,309.050316,0.017561,0.014551,0.00301,0.011541,,,,
11737,309.067877,20.43.164.154,192.168.1.139,309.082428,309.067877,0.014551,0.004393,0.010158,-0.005765,,,,
11738,309.082428,20.43.164.154,192.168.1.139,309.086821,309.082428,0.004393,0.012649,-0.008256,0.020905,,,,
11739,309.086821,192.168.1.139,20.43.164.154,309.09947,309.086821,0.012649,0.016029,-0.00338,0.019409,,,,
11740,309.09947,20.43.164.154,192.168.1.139,309.115499,309.09947,0.016029,0.028754,-0.012725,0.041479,,,,
11741,309.115499,20.43.164.154,192.168.1.139,309.144253,309.115499,0.028754,0.00131,0.027444,-0.026134,,,,
11742,309.144253,192.168.1.139,20.43.164.154,309.145563,309.144253,0.00131,0.015637,-0.014327,0.029964,,,,
11743,309.145563,20.43.164.154,192.168.1.139,309.1612,309.145563,0.015637,0.00646,0.009177,-0.002717,,,,
11744,309.1612,20.43.164.154,192.168.1.139,309.16766,309.1612,0.00646,0.015622,-0.009162,0.024784,,,,
11745,309.16766,20.43.164.154,192.168.1.139,309.183282,309.16766,0.015622,0.015357,0.000265,0.015092,,,,
11746,309.183282,20.43.164.154,192.168.1.139,309.198639,309.183282,0.015357,0.012551,0.002806,0.009745,,,,
11747,309.198639,20.43.164.154,192.168.1.139,309.21119,309.198639,0.012551,0.008164,0.004387,0.003777,,,,
11748,309.21119,192.168.1.139,20.43.164.154,309.219354,309.21119,0.008164,0.014134,-0.00597,0.020104,,,,
